Entry,YEAR,COMPLEX,MEADOW,DATE,WATCH,OBSERVER,PLOT,STATUS,SPP_CODE,SPP_NAME,NO_STALK,NO_FLW,TOT_FLW,OLD_TOT_FLW
795,2011,Cone,CNM,7/22/2011,1,Andy and Tim,3,FLW,LEWITRIP,Lewisia triphylla,1,1,1,1
722,2012,Cone,CNM,7/10/2014,1,Brian/Andy,8,FLW,LEWITRIP,Lewisia triphylla,1,1,1,3.6
4,2013,Carpenter,CPB,6/28/2013,1,Fabian,1,FLW,LEWITRIP,Lewisia triphylla,1,1,1,30
1570,2014,Lookout,LM,7/1/2014,1,RM,1,FLW,LEWITRIP,Lewisia triphylla,1,1,1,193.2
767,2011,Cone,CNM,7/15/2011,0.5,Andy,8,FLW,LEWITRIP,Lewisia triphylla,1,2,2,2
24,2013,Carpenter,CPB,6/28/2013,1,Fabian,7,FLW,LEWITRIP,Lewisia triphylla,4,1,4,332.5
543,2011,Cone,CNE,7/28/2011,2,Alina,8,FLW,LEWITRIP,Lewisia triphylla,12,1,12,12
778,2011,Cone,CNM,7/15/2011,0.5,Andy,10,FLW,LEWITRIP,Lewisia triphylla,6,2.4,14.4,14.4
2557,2014,Lookout,LM,7/11/2014,2,IP,8,FLW,LEWITRIP,Lewisia triphylla,18,1,18,22.5
1377,2011,Carpenter,CPB,7/13/2011,1,Tim,10,FLW,LEWITRIP,Lewisia triphylla,3,7,21,21
743,2011,Cone,CNM,7/15/2011,0.5,Andy,4,FLW,LEWITRIP,Lewisia triphylla,20,1.2,24,24
685,2012,Cone,CNM,7/10/2014,1,Andy/Carolyn,4,FLW,LEWITRIP,Lewisia triphylla,8,3.1,24.8,130.8
737,2011,Cone,CNM,7/15/2011,0.5,Andy,3,FLW,LEWITRIP,Lewisia triphylla,18,3.4,61.2,61.2
3123,2011,Frissel,M2,7/14/2011,1,"Sam, Andy",10,FLW,LEWITRIP,Lewisia triphylla,71,2.1,149.1,378
732,2011,Cone,CNM,7/15/2011,0.5,Andy,2,FLW,LEWITRIP,Lewisia triphylla,68,3.3,224.4,224.4
526,2012,Cone,CNE,7/10/2014,1,Mark,3,FLW,LEWITRIP,Lewisia triphylla,61,12,732,33
905,2013,Carpenter,LB,7/24/2013,4,ALR,1,FLW,LIGUGRAY,Ligusticum grayi,1,4,4,6
755,2013,Carpenter,CPS,7/1/2013,1,Scott,5,FLW,LIGUGRAY,Ligusticum grayi,1,8,8,24
134,2013,Carpenter,CPB,7/22/2013,4,ALR,7,FLW,LIGUGRAY,Ligusticum grayi,1,10,10,66.5
1586,2014,Carpenter,CPM,7/10/2014,2,AM,3,FLW,LIGUGRAY,Ligusticum grayi,1,12,12,2
1604,2014,Lookout,LM,7/1/2014,1,JL,4,FLW,LIGUGRAY,Ligusticum grayi,3,4,12,41
1629,2014,Frissel,NE,7/8/2014,1,AM,3,FLW,LIGUGRAY,Ligusticum grayi,1,13,13,14
1768,2012,Lookout,LM,7/9/2014,1,Jeremiah,2,FLW,LIGUGRAY,Ligusticum grayi,1,18,18,6
1447,2011,Carpenter,CPB,8/2/2011,3,Sam,3,FLW,LIGUGRAY,Ligusticum grayi,1,20,20,20
1183,2012,Carpenter,CPB,7/31/2014,3,Mark,8,FLW,LIGUGRAY,Ligusticum grayi,1,25,25,108
1633,2014,Frissel,NE,7/8/2014,1,IP,10,FLW,LIGUGRAY,Ligusticum grayi,1,25,25,2
1362,2012,Carpenter,CPM,7/12/2014,2,Linnet,8,FLW,LIGUGRAY,Ligusticum grayi,1,29,29,1
5,2013,Carpenter,CPB,6/28/2013,1,Fabian,1,FLW,LIGUGRAY,Ligusticum grayi,10,3,30,22
127,2013,Carpenter,CPB,7/22/2013,4,ALR,6,FLW,LIGUGRAY,Ligusticum grayi,2,15,30,50
954,2013,Lookout,LB,8/5/2013,6,Noelle,9,FLW,LIGUGRAY,Ligusticum grayi,3,10.5,31.5,4
1449,2012,Carpenter,CPM,8/8/2014,4,Andy,3,FLW,LIGUGRAY,Ligusticum grayi,1,32,32,3
2625,2011,Lookout,LM,8/21/2011,5,Vera,1,FLW,LIGUGRAY,Ligusticum grayi,1,34,34,6
2702,2011,Lookout,LO,7/21/2011,1,Tim,5,FLW,LIGUGRAY,Ligusticum grayi,1,35,35,4
2516,2012,Frissel,M2,7/11/2014,1,Vera,3,FLW,LIGUGRAY,Ligusticum grayi,1,35,35,19.2
1576,2014,Carpenter,CPB,7/4/2014,1,JL,7,FLW,LIGUGRAY,Ligusticum grayi,1,35,35,8.000000001
1701,2011,Carpenter,CPM,8/2/2011,3,Vera,4,FLW,LIGUGRAY,Ligusticum grayi,2,18,36,36
1490,2012,Carpenter,CPM,8/8/2014,4,Andy,10,FLW,LIGUGRAY,Ligusticum grayi,1,37,37,24
1225,2013,Lookout,LM,7/24/2013,4,Scott,1,FLW,LIGUGRAY,Ligusticum grayi,1,38,38,3
1580,2014,Carpenter,CPB,7/10/2014,2,IP,8,FLW,LIGUGRAY,Ligusticum grayi,1,40,40,20
1885,2011,Carpenter,CPM,8/18/2011,5,Vera,10,FLW,LIGUGRAY,Ligusticum grayi,1,42,42,42
2691,2012,Frissel,M2,8/2/2014,3,Andy,1,FLW,LIGUGRAY,Ligusticum grayi,2,21,42,2
2849,2012,Frissel,M2,8/9/2014,4,Andy,9,FLW,LIGUGRAY,Ligusticum grayi,1,42,42,20
1821,2011,Carpenter,CPM,8/9/2011,4,Andy,9,FLW,LIGUGRAY,Ligusticum grayi,1,43,43,43
2524,2012,Frissel,M2,7/11/2014,1,Vera,4,FLW,LIGUGRAY,Ligusticum grayi,1,45,45,23
1081,2012,Carpenter,CPB,7/7/2014,1,Vera,7,FLW,LIGUGRAY,Ligusticum grayi,2,23,46,93.6
2782,2012,Frissel,M2,8/2/2014,3,Andy,10,FLW,LIGUGRAY,Ligusticum grayi,1,46,46,16
1706,2011,Carpenter,CPM,8/2/2011,3,Vera,5,FLW,LIGUGRAY,Ligusticum grayi,1,47,47,47
2644,2011,Lookout,LM,8/21/2011,5,Vera,5,FLW,LIGUGRAY,Ligusticum grayi,1,47,47,160
3787,2011,Frissel,RP2,8/3/2011,3,Alina,5,FLW,LIGUGRAY,Ligusticum grayi,3,16,48,356.7
1077,2012,Carpenter,CPB,7/7/2014,1,Vera,5,FLW,LIGUGRAY,Ligusticum grayi,1,48,48,1200
2771,2012,Frissel,M2,8/2/2014,3,Andy,9,FLW,LIGUGRAY,Ligusticum grayi,1,48,48,495
3176,2011,Frissel,M2,8/3/2011,3,Andy,4,FLW,LIGUGRAY,Ligusticum grayi,2,24.5,49,168
2121,2013,Frissel,M2,7/11/2013,2,Kyra,9,FLW,LIGUGRAY,Ligusticum grayi,50,1,50,3
1571,2014,Carpenter,CPB,7/4/2014,1,DY,2,FLW,LIGUGRAY,Ligusticum grayi,1,50,50,36
1577,2014,Carpenter,CPB,7/10/2014,2,RD,7,FLW,LIGUGRAY,Ligusticum grayi,1,50,50,24
1413,2011,Carpenter,CPB,7/22/2011,2,Sam,7,FLW,LIGUGRAY,Ligusticum grayi,2,26,52,52
1571,2011,Carpenter,CPB,8/18/2011,5,Vera,7,FLW,LIGUGRAY,Ligusticum grayi,1,52,52,52
3114,2011,Frissel,M2,7/26/2011,2,"Andy, Tim",9,FLW,LIGUGRAY,Ligusticum grayi,1,53,53,198
3104,2011,Frissel,M2,7/26/2011,2,"Andy, Tim",8,FLW,LIGUGRAY,Ligusticum grayi,3,18,54,40
1370,2012,Carpenter,CPM,7/12/2014,2,Linnet,10,FLW,LIGUGRAY,Ligusticum grayi,3,18,54,112
883,2013,Lookout,LB,7/9/2013,2,Fabian,10,FLW,LIGUGRAY,Ligusticum grayi,1,56,56,9
1873,2012,Lookout,LM,7/25/2014,2,Mark,2,FLW,LIGUGRAY,Ligusticum grayi,1,59,59,10
3473,2011,Frissel,RP1,7/26/2011,2,Vera,4,FLW,LIGUGRAY,Ligusticum grayi,2,31,62,1
1550,2011,Carpenter,CPB,8/18/2011,5,Vera,3,FLW,LIGUGRAY,Ligusticum grayi,1,63,63,63
1435,2012,Carpenter,CPM,7/31/2014,3,Andy,10,FLW,LIGUGRAY,Ligusticum grayi,1,63,63,5
1459,2012,Carpenter,CPM,8/8/2014,4,Andy,5,FLW,LIGUGRAY,Ligusticum grayi,1,63,63,2
1445,2012,Carpenter,CPM,8/8/2014,4,Andy,2,FLW,LIGUGRAY,Ligusticum grayi,2,33,66,38
925,2013,Lookout,LB,7/30/2013,5,Fabian,1,FLW,LIGUGRAY,Ligusticum grayi,2,33.5,67,NA
1126,2012,Carpenter,CPB,7/12/2014,2,Vera,7,FLW,LIGUGRAY,Ligusticum grayi,2,34,68,21
74,2013,Carpenter,CPB,7/16/2013,3,Scott,5,FLW,LIGUGRAY,Ligusticum grayi,1,69,69,13
1475,2011,Carpenter,CPB,8/2/2011,3,Alina,8,FLW,LIGUGRAY,Ligusticum grayi,4,17.5,70,70
1400,2012,Carpenter,CPM,7/31/2014,3,Andy,4,FLW,LIGUGRAY,Ligusticum grayi,2,35,70,1
2549,2012,Frissel,M2,7/9/2014,1,Vera,8,FLW,LIGUGRAY,Ligusticum grayi,2,35,70,1
1574,2014,Carpenter,CPB,7/4/2014,1,IP,5,FLW,LIGUGRAY,Ligusticum grayi,1,70,70,3
1429,2012,Carpenter,CPM,7/31/2014,3,Andy,9,FLW,LIGUGRAY,Ligusticum grayi,1,74,74,21.5
941,2013,Lookout,LB,8/5/2013,6,Scott,1,FLW,LIGUGRAY,Ligusticum grayi,2,37,74,NA
1466,2011,Carpenter,CPB,8/2/2011,3,Sam,6,FLW,LIGUGRAY,Ligusticum grayi,5,15,75,75
82,2013,Carpenter,CPB,7/16/2013,3,Scott,6,FLW,LIGUGRAY,Ligusticum grayi,1,75,75,5
1575,2014,Carpenter,CPB,7/10/2014,2,DY,5,FLW,LIGUGRAY,Ligusticum grayi,3,25,75,11.2
1142,2012,Carpenter,CPB,7/31/2014,3,Mark,1,FLW,LIGUGRAY,Ligusticum grayi,2,42,84,156
2703,2012,Frissel,M2,8/2/2014,3,Andy,2,FLW,LIGUGRAY,Ligusticum grayi,2,42,84,1
475,2013,Carpenter,CPM,7/22/2013,4,ALR,6,FLW,LIGUGRAY,Ligusticum grayi,5,18,90,19
1581,2014,Carpenter,CPB,7/10/2014,2,KH,9,FLW,LIGUGRAY,Ligusticum grayi,1,91,91,13.02
2983,2011,Frissel,M2,7/14/2011,1,"Sam, Andy",3,FLW,LIGUGRAY,Ligusticum grayi,2,48,96,3
2990,2011,Frissel,M2,7/14/2011,1,"Sam, Andy",4,FLW,LIGUGRAY,Ligusticum grayi,3,35,105,44
1324,2012,Carpenter,CPM,7/12/2014,2,Vera,3,FLW,LIGUGRAY,Ligusticum grayi,3,35,105,208
1769,2011,Carpenter,CPM,8/9/2011,4,Andy,3,FLW,LIGUGRAY,Ligusticum grayi,6,18,108,108
1582,2014,Carpenter,CPB,7/4/2014,1,IP,10,FLW,LIGUGRAY,Ligusticum grayi,1,110,110,33
1578,2014,Carpenter,CPB,7/29/2014,3,LKB,7,FLW,LIGUGRAY,Ligusticum grayi,2,55,110,90
3029,2011,Frissel,M2,7/26/2011,2,"Andy, Tim",1,FLW,LIGUGRAY,Ligusticum grayi,6,18.8,112.8,270
1698,2011,Carpenter,CPM,8/2/2011,3,Vera,3,FLW,LIGUGRAY,Ligusticum grayi,3,39,117,117
957,2013,Lookout,LB,8/5/2013,6,Noelle,10,FLW,LIGUGRAY,Ligusticum grayi,3,39,117,5
391,2013,Carpenter,CPM,7/16/2013,3,Kyra,1,FLW,LIGUGRAY,Ligusticum grayi,14,8.5,119,11
2757,2011,Lookout,LO,8/21/2011,5,Vera,5,FLW,LIGUGRAY,Ligusticum grayi,1,120,120,3
461,2013,Carpenter,CPM,7/22/2013,4,ALR,3,FLW,LIGUGRAY,Ligusticum grayi,1,120,120,7
1782,2011,Carpenter,CPM,8/9/2011,4,Andy,5,FLW,LIGUGRAY,Ligusticum grayi,2,65,130,130
1607,2014,Lookout,LM,7/11/2014,2,RD,10,FLW,LIGUGRAY,Ligusticum grayi,1,135,135,32
1593,2011,Carpenter,CPB,9/8/2011,6,Vera,3,FLW,LIGUGRAY,Ligusticum grayi,3,46,138,138
1090,2012,Carpenter,CPB,7/12/2014,2,Vera,1,FLW,LIGUGRAY,Ligusticum grayi,3,46,138,4
2028,2012,Lookout,LM,8/9/2014,4,Vera,6,FLW,LIGUGRAY,Ligusticum grayi,6,23,138,2
1137,2012,Carpenter,CPB,7/12/2014,2,Vera,10,FLW,LIGUGRAY,Ligusticum grayi,4,35,140,2
2212,2013,Frissel,M2,7/23/2013,4,Fabian,1,FLW,LIGUGRAY,Ligusticum grayi,1,140,140,198
1073,2012,Carpenter,CPB,7/7/2014,1,Vera,4,FLW,LIGUGRAY,Ligusticum grayi,3,47,141,8
1114,2012,Carpenter,CPB,7/12/2014,2,Vera,5,FLW,LIGUGRAY,Ligusticum grayi,3,47,141,2090
2555,2012,Frissel,M2,7/11/2014,1,Vera,10,FLW,LIGUGRAY,Ligusticum grayi,3,47,141,1
1303,2011,Cone,CNT,8/12/2011,4,Andy,8,FLW,LIGUGRAY,Ligusticum grayi,3,48,144,144
1317,2012,Carpenter,CPM,7/12/2014,2,Linnet,2,FLW,LIGUGRAY,Ligusticum grayi,8,18.3,146.4,8
2977,2011,Frissel,M2,7/14/2011,1,"Sam, Andy",2,FLW,LIGUGRAY,Ligusticum grayi,4,37,148,624
1282,2012,Carpenter,CPB,8/15/2014,5,Vera,10,FLW,LIGUGRAY,Ligusticum grayi,2,74,148,8
1425,2012,Carpenter,CPM,8/1/2014,3,Vera,8,FLW,LIGUGRAY,Ligusticum grayi,3,53,159,96
3516,2011,Frissel,RP1,8/3/2011,3,Vera,1,FLW,LIGUGRAY,Ligusticum grayi,8,20.3,162.4,12
2545,2012,Frissel,M2,7/9/2014,1,Carolyn,7,FLW,LIGUGRAY,Ligusticum grayi,10,17,170,13
2551,2012,Frissel,M2,7/9/2014,1,Vera,9,FLW,LIGUGRAY,Ligusticum grayi,5,35,175,54
1328,2011,Cone,CNT,8/20/2011,5,Vera,6,FLW,LIGUGRAY,Ligusticum grayi,4,45,180,180
1612,2014,Frissel,M2,7/8/2014,1,IP,2,FLW,LIGUGRAY,Ligusticum grayi,2,90,180,29
1606,2014,Lookout,LM,7/11/2014,2,KH,5,FLW,LIGUGRAY,Ligusticum grayi,2,91.5,183,12
1278,2012,Carpenter,CPB,8/15/2014,5,Vera,9,FLW,LIGUGRAY,Ligusticum grayi,4,46,184,228
1390,2012,Carpenter,CPM,7/31/2014,3,Andy,3,FLW,LIGUGRAY,Ligusticum grayi,4,47,188,4
2609,2012,Frissel,M2,7/17/2014,2,Andy,5,FLW,LIGUGRAY,Ligusticum grayi,3,63,189,3
1385,2012,Carpenter,CPM,7/31/2014,3,Vera,2,FLW,LIGUGRAY,Ligusticum grayi,2,95,190,7
3340,2011,Frissel,M2,8/22/2011,5,Vera,4,FLW,LIGUGRAY,Ligusticum grayi,2,100,200,660
2225,2013,Frissel,M2,7/23/2013,4,Fabian,3,FLW,LIGUGRAY,Ligusticum grayi,1,200,200,2795
938,2013,Lookout,LB,7/30/2013,5,Fabian,9,FLW,LIGUGRAY,Ligusticum grayi,1,210,210,153
1573,2014,Carpenter,CPB,7/10/2014,2,KH,3,FLW,LIGUGRAY,Ligusticum grayi,3,76.67,230.01,2
86,2013,Carpenter,CPB,7/16/2013,3,Scott,7,FLW,LIGUGRAY,Ligusticum grayi,1,234,234,1
2562,2011,Lookout,LM,8/10/2011,4,Vera,3,FLW,LIGUGRAY,Ligusticum grayi,3,80,240,50
120,2013,Carpenter,CPB,7/22/2013,4,Fabian,4,FLW,LIGUGRAY,Ligusticum grayi,1,240,240,5
928,2013,Lookout,LB,7/30/2013,5,Kyra,4,FLW,LIGUGRAY,Ligusticum grayi,12,20,240,480
337,2013,Carpenter,CPM,7/8/2013,2,Noelle,4,FLW,LIGUGRAY,Ligusticum grayi,37,6.5,240.5,10
416,2013,Carpenter,CPM,7/16/2013,3,Scott,6,FLW,LIGUGRAY,Ligusticum grayi,4,61,244,30
1121,2012,Carpenter,CPB,7/12/2014,2,Vera,6,FLW,LIGUGRAY,Ligusticum grayi,3,82,246,40
1581,2011,Carpenter,CPB,8/18/2011,5,Vera,8,FLW,LIGUGRAY,Ligusticum grayi,4,62,248,248
170,2013,Carpenter,CPB,7/29/2013,5,Noelle,6,FLW,LIGUGRAY,Ligusticum grayi,34,7.5,255,60
1188,2012,Carpenter,CPB,7/31/2014,3,Vera,9,FLW,LIGUGRAY,Ligusticum grayi,5,52,260,56
1351,2012,Carpenter,CPM,7/12/2014,2,Vera,7,FLW,LIGUGRAY,Ligusticum grayi,12,22,264,200
328,2013,Carpenter,CPM,7/8/2013,2,Noelle,3,FLW,LIGUGRAY,Ligusticum grayi,39,7,273,2
1203,2012,Carpenter,CPB,8/8/2014,4,Vera,2,FLW,LIGUGRAY,Ligusticum grayi,3,93,279,90
3192,2011,Frissel,M2,8/3/2011,3,Andy,5,FLW,LIGUGRAY,Ligusticum grayi,3,93.3,279.9,75
52,2013,Carpenter,CPB,7/8/2013,2,Fabian,7,FLW,LIGUGRAY,Ligusticum grayi,2,140,280,5
290,2013,Carpenter,CPM,7/1/2013,1,Noelle,9,FLW,LIGUGRAY,Ligusticum grayi,280,1,280,6
501,2013,Carpenter,CPM,7/29/2013,5,Fabian,3,FLW,LIGUGRAY,Ligusticum grayi,1,280,280,3
2011,2013,Frissel,M2,7/3/2013,1,Kyra,5,FLW,LIGUGRAY,Ligusticum grayi,28,10,280,65
3062,2011,Frissel,M2,7/26/2011,2,"Tim, Andy",4,FLW,LIGUGRAY,Ligusticum grayi,13,22.5,292.5,3
1777,2012,Lookout,LM,7/9/2014,1,Jeremiah,3,FLW,LIGUGRAY,Ligusticum grayi,6,49,294,8.8
1579,2014,Carpenter,CPB,7/31/2014,4,RD,7,FLW,LIGUGRAY,Ligusticum grayi,7,42,294,90
940,2013,Lookout,LB,7/30/2013,5,Fabian,10,FLW,LIGUGRAY,Ligusticum grayi,3,98.5,295.5,74
2095,2013,Frissel,M2,7/11/2013,2,ALR,6,FLW,LIGUGRAY,Ligusticum grayi,3,101.5,304.5,65
285,2013,Carpenter,CPM,7/1/2013,1,Noelle,8,FLW,LIGUGRAY,Ligusticum grayi,4,76.5,306,10
1748,2011,Carpenter,CPM,8/2/2011,3,Vera,10,FLW,LIGUGRAY,Ligusticum grayi,5,62,310,310
2025,2013,Frissel,M2,7/3/2013,1,Noelle,7,FLW,LIGUGRAY,Ligusticum grayi,27,11.5,310.5,39
149,2011,Bunchgrass,BD,9/12/2011,6,Vera,8,FLW,LIGUGRAY,Ligusticum grayi,8,39.2,313.6,313.6
2507,2012,Frissel,M2,7/11/2014,1,Vera,2,FLW,LIGUGRAY,Ligusticum grayi,16,20,320,180
1630,2014,Frissel,NE,7/8/2014,1,IP,4,FLW,LIGUGRAY,Ligusticum grayi,2,160,320,8
944,2013,Lookout,LB,8/5/2013,6,Scott,4,FLW,LIGUGRAY,Ligusticum grayi,3,107,321,3
1135,2012,Carpenter,CPB,7/12/2014,2,Vera,9,FLW,LIGUGRAY,Ligusticum grayi,7,46,322,138
1824,2011,Carpenter,CPM,8/9/2011,4,Andy,10,FLW,LIGUGRAY,Ligusticum grayi,9,36,324,324
1055,2013,Lookout,LM,7/9/2013,2,Noelle,2,FLW,LIGUGRAY,Ligusticum grayi,54,6,324,250
2061,2013,Frissel,M2,7/11/2013,2,Fabian,2,FLW,LIGUGRAY,Ligusticum grayi,4,83,332,171
1523,2011,Carpenter,CPB,8/9/2011,4,Vera,6,FLW,LIGUGRAY,Ligusticum grayi,7,49,343,343
1326,2012,Carpenter,CPM,7/12/2014,2,Vera,4,FLW,LIGUGRAY,Ligusticum grayi,7,49,343,4
1603,2014,Lookout,LB,7/18/2014,3,DY,2,FLW,LIGUGRAY,Ligusticum grayi,7,50,350,8
1621,2014,Frissel,M2,7/17/2014,2,KH,8,FLW,LIGUGRAY,Ligusticum grayi,4,88.33,353.32,6
1436,2011,Carpenter,CPB,8/2/2011,3,Sam,1,FLW,LIGUGRAY,Ligusticum grayi,21,17,357,357
3074,2011,Frissel,M2,7/26/2011,2,"Tim, Andy",5,FLW,LIGUGRAY,Ligusticum grayi,17,21.3,362.1,72
1738,2011,Carpenter,CPM,8/2/2011,3,Vera,8,FLW,LIGUGRAY,Ligusticum grayi,8,46,368,368
1743,2011,Carpenter,CPM,8/2/2011,3,Vera,9,FLW,LIGUGRAY,Ligusticum grayi,5,74,370,370
3150,2011,Frissel,M2,8/4/2011,3,Andy,2,FLW,LIGUGRAY,Ligusticum grayi,12,31.1,373.2,42.3
2072,2013,Frissel,M2,7/11/2013,2,Fabian,3,FLW,LIGUGRAY,Ligusticum grayi,3,125,375,46
1148,2012,Carpenter,CPB,7/31/2014,3,Vera,2,FLW,LIGUGRAY,Ligusticum grayi,13,29,377,216
3124,2011,Frissel,M2,7/26/2011,2,"Andy, Tim",10,FLW,LIGUGRAY,Ligusticum grayi,6,63,378,60
1239,2012,Carpenter,CPB,8/8/2014,4,Vera,9,FLW,LIGUGRAY,Ligusticum grayi,4,97,388,32
1609,2014,Lookout ,LS,7/8/2014,1,RM,6,FLW,LIGUGRAY,Ligusticum grayi,3,130,390,353.5
1613,2014,Frissel,M2,7/8/2014,1,LKB,7,FLW,LIGUGRAY,Ligusticum grayi,3,130,390,5
1624,2014,Frissel,M2,7/26/2014,3,RD,1,FLW,LIGUGRAY,Ligusticum grayi,3,130,390,24
1095,2012,Carpenter,CPB,7/12/2014,2,Vera,2,FLW,LIGUGRAY,Ligusticum grayi,14,28,392,57.5
2043,2013,Frissel,M2,7/3/2013,1,Noelle,9,FLW,LIGUGRAY,Ligusticum grayi,31,13,403,1
1590,2014,Carpenter,CPM,7/2/2014,1,RM,5,FLW,LIGUGRAY,Ligusticum grayi,2,202.5,405,13
2087,2012,Lookout,LO,7/8/2014,1,Vera,9,FLW,LIGUGRAY,Ligusticum grayi,8,52,416,6
1411,2012,Carpenter,CPM,7/31/2014,3,Andy,5,FLW,LIGUGRAY,Ligusticum grayi,11,38,418,1
1864,2012,Lookout,LM,7/25/2014,2,Mark,1,FLW,LIGUGRAY,Ligusticum grayi,5,85,425,144
1775,2011,Carpenter,CPM,8/9/2011,4,Andy,4,FLW,LIGUGRAY,Ligusticum grayi,9,48,432,432
1336,2012,Carpenter,CPM,7/12/2014,2,Vera,5,FLW,LIGUGRAY,Ligusticum grayi,9,48,432,140
1623,2014,Frissel,M2,7/17/2014,2,DY,10,FLW,LIGUGRAY,Ligusticum grayi,3,145,435,15
3040,2011,Frissel,M2,7/26/2011,2,"Tim, Andy",2,FLW,LIGUGRAY,Ligusticum grayi,10,44,440,46
1684,2013,Lookout,LS,7/2/2013,1,Scott,4,FLW,LIGUGRAY,Ligusticum grayi,10,46,460,144
2671,2011,Lookout,LM,9/11/2011,6,Vera,7,FLW,LIGUGRAY,Ligusticum grayi,9,52,468,24
2498,2012,Frissel,M2,7/11/2014,1,Vera,1,FLW,LIGUGRAY,Ligusticum grayi,9,52,468,120
1589,2014,Carpenter,CPM,7/31/2014,4,RM,4,FLW,LIGUGRAY,Ligusticum grayi,2,235,470,132
1253,2012,Carpenter,CPB,8/15/2014,5,Vera,2,FLW,LIGUGRAY,Ligusticum grayi,5,97,485,740
37,2013,Carpenter,CPB,7/8/2013,2,Fabian,1,FLW,LIGUGRAY,Ligusticum grayi,4,124.5,498,84
2928,2011,Lookout,LO,8/21/2011,5,Vera,3,FLW,LIGUGRAY,Ligusticum grayi,2,250,500,NA
150,2011,Bunchgrass,BD,9/12/2011,6,Vera,9,FLW,LIGUGRAY,Ligusticum grayi,12,42,504,504
1263,2012,Carpenter,CPB,8/15/2014,5,Vera,5,FLW,LIGUGRAY,Ligusticum grayi,6,84,504,30
1813,2011,Carpenter,CPM,8/9/2011,4,Andy,8,FLW,LIGUGRAY,Ligusticum grayi,9,57,513,513
267,2013,Carpenter,CPM,7/1/2013,1,Noelle,6,FLW,LIGUGRAY,Ligusticum grayi,7,74.5,521.5,127.5
1096,2013,Lookout,LM,7/9/2013,2,Noelle,6,FLW,LIGUGRAY,Ligusticum grayi,71,7.5,532.5,7
1628,2014,Frissel,M2,7/26/2014,3,RD,10,FLW,LIGUGRAY,Ligusticum grayi,3,180,540,40
3160,2011,Frissel,M2,8/4/2011,3,Andy,3,FLW,LIGUGRAY,Ligusticum grayi,13,41.7,542.1,302.4
1600,2014,Lookout,LB,7/11/2014,2,DY,1,FLW,LIGUGRAY,Ligusticum grayi,14,40,560,28
369,2013,Carpenter,CPM,7/8/2013,2,Scott,8,FLW,LIGUGRAY,Ligusticum grayi,11,51.5,566.5,1
1257,2012,Carpenter,CPB,8/15/2014,5,Vera,3,FLW,LIGUGRAY,Ligusticum grayi,6,95,570,272
1883,2012,Lookout,LM,7/25/2014,2,Mark,3,FLW,LIGUGRAY,Ligusticum grayi,6,95,570,56
1692,2011,Carpenter,CPM,8/2/2011,3,Vera,2,FLW,LIGUGRAY,Ligusticum grayi,10,58,580,580
2599,2012,Frissel,M2,7/17/2014,2,Andy,4,FLW,LIGUGRAY,Ligusticum grayi,9,65,585,1
1602,2014,Lookout,LB,7/11/2014,2,KH,2,FLW,LIGUGRAY,Ligusticum grayi,19,31.33,595.27,44.31
1174,2012,Carpenter,CPB,7/31/2014,3,Mark,6,FLW,LIGUGRAY,Ligusticum grayi,18,33.3,599.4,149.5
1506,2011,Carpenter,CPB,8/9/2011,4,Tiffany,3,FLW,LIGUGRAY,Ligusticum grayi,2,300,600,600
1588,2014,Carpenter,CPM,7/29/2014,3,DY,4,FLW,LIGUGRAY,Ligusticum grayi,4,150,600,300
2622,2012,Frissel,M2,7/17/2014,2,Andy,6,FLW,LIGUGRAY,Ligusticum grayi,16,38.3,612.8,30
1625,2014,Frissel,M2,7/26/2014,3,RD,2,FLW,LIGUGRAY,Ligusticum grayi,7,90,630,42
2398,2013,Frissel,NE,7/3/2013,1,Noelle,6,FLW,LIGUGRAY,Ligusticum grayi,79,8,632,128
65,2013,Carpenter,CPB,7/16/2013,3,Kyra,2,FLW,LIGUGRAY,Ligusticum grayi,120,5.5,660,8
2638,2012,Frissel,M2,7/17/2014,2,Andy,7,FLW,LIGUGRAY,Ligusticum grayi,17,39.2,666.4,325
1728,2011,Carpenter,CPM,8/2/2011,3,Vera,7,FLW,LIGUGRAY,Ligusticum grayi,10,68,680,680
1381,2011,Carpenter,CPB,7/22/2011,2,Tiffany,1,FLW,LIGUGRAY,Ligusticum grayi,15,47,705,705
1601,2014,Lookout,LB,7/18/2014,3,RD,1,FLW,LIGUGRAY,Ligusticum grayi,8,89,712,52
2534,2012,Frissel,M2,7/11/2014,1,Vera,5,FLW,LIGUGRAY,Ligusticum grayi,11,65,715,276
400,2013,Carpenter,CPM,7/16/2013,3,Fabian,3,FLW,LIGUGRAY,Ligusticum grayi,1,720,720,12
2653,2012,Frissel,M2,7/17/2014,2,Andy,8,FLW,LIGUGRAY,Ligusticum grayi,19,39,741,90
3221,2011,Frissel,M2,8/4/2011,3,Tiffany,8,FLW,LIGUGRAY,Ligusticum grayi,3,250,750,60
1190,2012,Carpenter,CPB,7/31/2014,3,Mark,10,FLW,LIGUGRAY,Ligusticum grayi,10,75,750,132
2664,2011,Lookout,LM,9/11/2011,6,Vera,1,FLW,LIGUGRAY,Ligusticum grayi,16,48,768,32
1572,2014,Carpenter,CPB,7/4/2014,1,IP,3,FLW,LIGUGRAY,Ligusticum grayi,6,128,768,2
278,2013,Carpenter,CPM,7/1/2013,1,Noelle,7,FLW,LIGUGRAY,Ligusticum grayi,4,192.5,770,1
